City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,laguna,38.421,-121.4238,18.3,79,0,4.63,US,1722145501
347,kigorobya,1.6162,31.3089,21.97,78,97,2.18,UG,1722145501
348,biltine,14.5333,20.9167,24.56,77,99,6.85,TD,1722145501
349,achikulak,44.5517,44.8378,27.96,32,98,2.97,RU,1722145502
350,ivolginsk,51.7492,107.2837,28.81,61,20,2.0,RU,1722145502
351,fuerte olimpo,-21.0415,-57.8738,25.6,33,46,1.9,PY,1722145503
352,tadine,-21.55,167.8833,19.83,69,49,4.27,NC,1722145504
353,howrah,22.5892,88.3103,28.0,94,100,2.06,IN,1722145504
354,hailin,44.5833,129.4167,24.92,93,100,5.31,CN,1722145504
355,gainesville,29.6516,-82.3248,24.41,69,0,0.0,US,1722145505
356,kosh-agach,50.0,88.6667,23.99,36,4,1.56,RU,1722145505
357,tongouson,5.0214,120.1328,29.03,73,92,5.61,PH,1722145506
358,ikwiriri,-7.9562,38.9716,24.81,65,8,1.14,TZ,1722145507
359,guadalupe y calvo,26.1,-106.9667,13.21,92,76,1.57,MX,1722145507
360,zimovniki,47.1483,42.4633,28.08,24,100,1.72,RU,1722145508
361,reguiba,33.5639,6.7033,27.03,74,0,5.66,DZ,1722145508
362,tual,-5.6667,132.75,25.54,88,60,6.5,ID,1722145508
363,dolzhanskaya,46.6311,37.8039,26.77,44,68,4.45,RU,1722145509
364,baniyas,35.1819,35.9487,28.16,58,0,2.03,SY,1722145509
